iri	iri label	entity	entity label	attribute	attribute label
OBA_VT0002380	tonsil morphology trait	UBERON_0002373	palatine tonsil	PATO_0000051	morphology
OBA_VT0002384	nasopharyngeal tonsil morphology trait	UBERON_0001732	pharyngeal tonsil	PATO_0000051	morphology
OBA_VT0002385	lingual tonsillar tissue morphology trait	UBERON_0007250	lingual tonsil	PATO_0000051	morphology
OBA_VT0002386	tubal tonsil morphology trait	UBERON_0003949	tubal tonsil	PATO_0000051	morphology
OBA_VT0002388	Peyer's patch epithelium morphology trait	UBERON_0004693	Peyer's patch epithelium	PATO_0000051	morphology
OBA_VT0002389	Peyer's patch follicle morphology trait	UBERON_0010386	Peyer's patch follicle	PATO_0000051	morphology
OBA_VT0002391	Peyer's patch germinal center morphology trait	UBERON_0004697	Peyer's patch germinal center	PATO_0000051	morphology
OBA_VT0002393	bronchus-associated lymphoid tissue morphology trait	UBERON_0001963	bronchial-associated lymphoid tissue	PATO_0000051	morphology
OBA_VT0002398	bone marrow cell morphology trait	CL_0002092	bone marrow cell	PATO_0000051	morphology
OBA_VT0002400	multipotent stem cell morphology trait	CL_0000048	multi fate stem cell	PATO_0000051	morphology
OBA_VT0002407	double-negative T cell morphology trait	CL_0002489	double negative thymocyte	PATO_0000051	morphology
OBA_VT0002414	myeloblast morphology trait	CL_0000835	myeloblast	PATO_0000051	morphology
OBA_VT0002416	proerythroblast morphology trait	CL_0000765	erythroblast	PATO_0000051	morphology
OBA_VT0002422	basophil morphology trait	CL_0000767	basophil	PATO_0000051	morphology
OBA_VT0002423	mast cell physiology trait	CL_0000097	mast cell	PATO_0001509	functionality
OBA_VT0002424	reticulocyte morphology trait	CL_0000558	reticulocyte	PATO_0000051	morphology
OBA_VT0002428	semicircular canal morphology trait	UBERON_0001840	semicircular canal	PATO_0000051	morphology
OBA_VT0002429	blood cell morphology trait	CL_0000081	blood cell	PATO_0000051	morphology
OBA_VT0002433	T-helper 1 cell morphology trait	CL_0000545	T-helper 1 cell	PATO_0000051	morphology
OBA_VT0002434	T-helper 2 cell morphology trait	CL_0000546	T-helper 2 cell	PATO_0000051	morphology
OBA_VT0002435	effector T cell morphology trait	CL_0000911	effector T cell	PATO_0000051	morphology
OBA_VT0002436	CD8-positive, alpha-beta cytotoxic T cell morphology trait	CL_0000794	CD8-positive, alpha-beta cytotoxic T cell	PATO_0000051	morphology
OBA_VT0002439	plasma cell morphology trait	CL_0000786	plasma cell	PATO_0000051	morphology
OBA_VT0002440	memory B cell morphology trait	CL_0000787	memory B cell	PATO_0000051	morphology
OBA_VT0002441	granulocyte morphology trait	CL_0000094	granulocyte	PATO_0000051	morphology
OBA_VT0002442	leukocyte physiology trait	CL_0000738	leukocyte	PATO_0001509	functionality
OBA_VT0002444	T cell physiology trait	CL_0000084	T cell	PATO_0001509	functionality
OBA_VT0002446	macrophage morphology trait	CL_0000235	macrophage	PATO_0000051	morphology
OBA_VT0002447	erythrocyte morphology trait	CL_0000232	erythrocyte	PATO_0000051	morphology
OBA_VT0002451	macrophage physiology trait	CL_0000235	macrophage	PATO_0001509	functionality
OBA_VT0002458	B cell quantity	CL_0000236	B cell	PATO_0001555	has number of
OBA_VT0002459	B cell physiology trait	CL_0000236	B cell	PATO_0001509	functionality
OBA_VT0002460	blood immunoglobulin amount	GO_0019814	immunoglobulin complex	PATO_0000070	amount
OBA_VT0002462	granulocyte physiology trait	CL_0000094	granulocyte	PATO_0001509	functionality
OBA_VT0002463	neutrophil physiology trait	CL_0000775	neutrophil	PATO_0001509	functionality
OBA_VT0002464	basophil physiology trait	CL_0000767	basophil	PATO_0001509	functionality
OBA_VT0002465	eosinophil physiology trait	CL_0000771	eosinophil	PATO_0001509	functionality
OBA_VT0002504	serotonin activity	CHEBI_28790	serotonin	PATO_0001509	functionality
OBA_VT0002543	phalanx length	UBERON_0003221	phalanx	PATO_0000122	length
OBA_VT0002544	digit length	UBERON_0002544	digit	PATO_0000122	length
OBA_VT0002576	enamel morphology trait	UBERON_0001752	enamel	PATO_0000051	morphology
OBA_VT0002579	secondary lens fiber morphology trait	CL_0002225	secondary lens fiber	PATO_0000051	morphology
OBA_VT0002581	ileum morphology trait	UBERON_0002116	ileum	PATO_0000051	morphology
OBA_VT0002602	eosinophil quantity	CL_0000771	eosinophil	PATO_0000070	amount
OBA_VT0002607	basophil quantity	CL_0000767	basophil	PATO_0000070	amount
OBA_VT0002619	lymphocyte morphology trait	CL_0000542	lymphocyte	PATO_0000051	morphology
OBA_VT0002620	monocyte morphology trait	CL_0000576	monocyte	PATO_0000051	morphology
OBA_VT0002622	cochlear hair cell morphology trait	CL_0000202	auditory hair cell	PATO_0000051	morphology
OBA_VT0002623	vestibular hair cell morphology trait	CL_0000609	vestibular hair cell	PATO_0000051	morphology
OBA_VT0002631	epididymis morphology trait	UBERON_0001301	epididymis	PATO_0000051	morphology
OBA_VT0002637	uterus size trait	UBERON_0000995	uterus	PATO_0000117	size
OBA_VT0002641	erythrocyte shape trait	CL_0000232	erythrocyte	PATO_0000052	shape
OBA_VT0002648	enamel delamination trait	UBERON_0001752	enamel	PATO_0001514	delaminated
OBA_VT0002651	sciatic nerve morphology trait	UBERON_0001322	sciatic nerve	PATO_0000051	morphology
OBA_VT0002653	ependyma morphology trait	UBERON_0004670	ependyma	PATO_0000051	morphology
OBA_VT0002655	keratinocyte morphology trait	CL_0000312	keratinocyte	PATO_0000051	morphology
OBA_VT0002660	caput epididymis morphology trait	UBERON_0004358	caput epididymis	PATO_0000051	morphology
OBA_VT0002661	corpus epididymis morphology trait	UBERON_0004359	corpus epididymis	PATO_0000051	morphology
OBA_VT0002662	cauda epididymis morphology trait	UBERON_0004360	cauda epididymis	PATO_0000051	morphology
OBA_VT0002669	scrotum morphology trait	UBERON_0001300	scrotum	PATO_0000051	morphology
OBA_VT0002673	sperm quantity	CL_0000019	sperm	PATO_0000070	amount
OBA_VT0002679	corpus luteum morphology trait	UBERON_0002512	corpus luteum	PATO_0000051	morphology
OBA_VT0002680	corpus luteum quantity	UBERON_0002512	corpus luteum	PATO_0000070	amount
OBA_VT0002682	mature ovarian follicle quantity	UBERON_0003982	mature ovarian follicle	PATO_0000070	amount
OBA_VT0002689	molar morphology trait	UBERON_0003655	molar tooth	PATO_0000051	morphology
OBA_VT0002693	pancreas gland physiology trait	UBERON_0001264	pancreas	PATO_0001509	functionality
OBA_VT0002694	secretion by pancreas trait	UBERON_0004795	pancreas secretion	PATO_0001629	aggregated
OBA_VT0002697	eye size trait	UBERON_0000019	camera-type eye	PATO_0000117	size
OBA_VT0002698	sclera morphology trait	UBERON_0001773	sclera	PATO_0000051	morphology
OBA_VT0002699	vitreous body morphology trait	UBERON_0001798	vitreous body	PATO_0000051	morphology
OBA_VT0002703	kidney tubule morphology trait	UBERON_0001231	nephron tubule	PATO_0000051	morphology
OBA_VT0002705	kidney tubule size trait	UBERON_0001231	nephron tubule	PATO_0000117	size
OBA_VT0002706	kidney size trait	UBERON_0002113	kidney	PATO_0000117	size
OBA_VT0002707	kidney mass	UBERON_0002113	kidney	PATO_0000128	weight
OBA_VT0002716	preputial gland size trait	UBERON_0000359	preputial gland	PATO_0000117	size
OBA_VT0002717	preputial gland morphology trait	UBERON_0000359	preputial gland	PATO_0000051	morphology
OBA_VT0002718	inner cell mass morphology trait	UBERON_0000087	inner cell mass	PATO_0000051	morphology
OBA_VT0002722	immune system organ morphology trait	UBERON_0005057	immune organ	PATO_0000051	morphology
OBA_VT0002725	vein morphology trait	UBERON_0001638	vein	PATO_0000051	morphology
OBA_VT0002726	pulmonary vein morphology trait	UBERON_0002016	pulmonary vein	PATO_0000051	morphology
OBA_VT0002729	inner ear canal morphology trait	UBERON_0003950	inner ear canal	PATO_0000051	morphology
OBA_VT0002731	colon size trait	UBERON_0001155	colon	PATO_0000117	size
OBA_VT0002741	olfactory bulb size trait	UBERON_0002264	olfactory bulb	PATO_0000117	size
OBA_VT0002742	submandibular lymph node size trait	UBERON_0002520	submandibular lymph node	PATO_0000117	size
OBA_VT0002746	semilunar valve morphology trait	UBERON_0005623	semi-lunar valve	PATO_0000051	morphology
OBA_VT0002751	autonomic nervous system morphology trait	UBERON_0002410	autonomic nervous system	PATO_0000051	morphology
OBA_VT0002752	somatic nervous system morphology trait	UBERON_0000012	somatic nervous system	PATO_0000051	morphology
OBA_VT0002753	left ventricle size trait	UBERON_0002084	heart left ventricle	PATO_0000117	size
OBA_VT0002754	right ventricle size trait	UBERON_0002080	heart right ventricle	PATO_0000117	size
OBA_VT0002758	tail length	UBERON_0002415	tail	PATO_0000122	length
OBA_VT0002759	caudal vertebra morphology trait	UBERON_0001095	caudal vertebra	PATO_0000051	morphology
OBA_VT0002761	hippocampus mossy fiber morphology trait	GO_0097457	hippocampal mossy fiber	PATO_0000051	morphology
OBA_VT0002769	vas deferens morphology trait	UBERON_0001000	vas deferens	PATO_0000051	morphology
OBA_VT0002784	Sertoli cell morphology trait	CL_0000216	Sertoli cell	PATO_0000051	morphology
OBA_VT0002785	Leydig cell quantity	CL_0000178	Leydig cell	PATO_0001555	has number of
OBA_VT0002786	Leydig cell morphology trait	CL_0000178	Leydig cell	PATO_0000051	morphology
OBA_VT0002792	retina blood vessel morphology trait	UBERON_0003501	retina blood vessel	PATO_0000051	morphology
OBA_VT0002809	spinal cord size trait	UBERON_0002240	spinal cord	PATO_0000117	size
OBA_VT0002818	dentin morphology trait	UBERON_0001751	dentine	PATO_0000051	morphology
OBA_VT0002819	pulp cavity morphology trait	UBERON_0002487	tooth cavity	PATO_0000051	morphology
OBA_VT0002820	premaxillary bone morphology trait	UBERON_0002244	premaxilla	PATO_0000051	morphology
OBA_VT0002825	notochord morphology trait	UBERON_0002328	notochord	PATO_0000051	morphology
OBA_VT0002827	kidney corpuscle morphology trait	UBERON_0001229	renal corpuscle	PATO_0000051	morphology
OBA_VT0002828	glomerular capsule morphology trait	UBERON_0001230	glomerular capsule	PATO_0000051	morphology
OBA_VT0002829	juxtaglomerular apparatus morphology trait	UBERON_0002303	juxtaglomerular apparatus	PATO_0000051	morphology
OBA_VT0002835	cranial suture morphology trait	UBERON_0003685	cranial suture	PATO_0000051	morphology
OBA_VT0002836	chorion morphology trait	UBERON_0003124	chorion	PATO_0000051	morphology
OBA_VT0002840	lens fiber morphology trait	UBERON_0002444	lens fiber	PATO_0000051	morphology
OBA_VT0002845	aorta mass	UBERON_0000947	aorta	PATO_0000128	weight
OBA_VT0002846	aorta capacity	UBERON_0000947	aorta	PATO_0000918	volume
OBA_VT0002847	glomerular filtration trait	GO_0003094	glomerular filtration	PATO_0001470	proportionality to
OBA_VT0002855	cochlear ganglion morphology trait	UBERON_0002827	vestibulocochlear ganglion	PATO_0000051	morphology
OBA_VT0002856	vestibular ganglion morphology trait	UBERON_0002824	vestibular ganglion	PATO_0000051	morphology
OBA_VT0002858	posterior semicircular canal morphology trait	UBERON_0001842	posterior semicircular canal	PATO_0000051	morphology
OBA_VT0002861	tail bud morphology trait	UBERON_0002533	post-anal tail bud	PATO_0000051	morphology
OBA_VT0002864	ocular fundus morphology trait	UBERON_0003951	ocular fundus	PATO_0000051	morphology
OBA_VT0002876	thyroid gland physiology trait	UBERON_0002046	thyroid gland	PATO_0001509	functionality
OBA_VT0002878	corticospinal tract morphology trait	UBERON_0002707	corticospinal tract	PATO_0000051	morphology
OBA_VT0002882	neuron morphology trait	CL_0000540	neuron	PATO_0000051	morphology
OBA_VT0002894	otolith morphology trait	UBERON_0002280	otolith	PATO_0000051	morphology
OBA_VT0002895	otolithic membrane morphology trait	UBERON_0002519	otolithic part of statoconial membrane	PATO_0000051	morphology
OBA_VT0002909	adrenal gland physiology trait	UBERON_0002369	adrenal gland	PATO_0001509	functionality
OBA_VT0002918	paired-pulse facilitation trait	CHEBI_50459	2,5-diphenylfuran	PATO_0001629	aggregated
OBA_VT0002928	bile duct morphology trait	UBERON_0002394	bile duct	PATO_0000051	morphology
OBA_VT0002932	joint morphology trait	UBERON_0004905	articulation	PATO_0000051	morphology
OBA_VT0002970	white adipose morphology trait	UBERON_0001347	white adipose tissue	PATO_0000051	morphology
OBA_VT0002971	brown adipose morphology trait	UBERON_0001348	brown adipose tissue	PATO_0000051	morphology
OBA_VT0002975	blood vessel smooth muscle size trait	UBERON_0004237	blood vessel smooth muscle	PATO_0000117	size
OBA_VT0002983	retinal ganglion cell quantity	CL_0000740	retinal ganglion cell	PATO_0001555	has number of
OBA_VT0002987	urine solute amount	UBERON_0001088	urine	PATO_0001655	osmolarity
OBA_VT0002990	ureter length	UBERON_0000056	ureter	PATO_0000122	length
OBA_VT0002991	sebaceous gland physiology trait	UBERON_0001821	sebaceous gland	PATO_0001509	functionality
OBA_VT0002997	seminal gland size trait	UBERON_0000998	seminal vesicle	PATO_0000117	size
OBA_VT0003005	hippocampus fimbria morphology trait	UBERON_0002310	hippocampus fimbria	PATO_0000051	morphology
OBA_VT0003006	hippocampus fornix morphology trait	UBERON_0000052	fornix of brain	PATO_0000051	morphology
OBA_VT0003014	kidney medulla morphology trait	UBERON_0000362	renal medulla	PATO_0000051	morphology
OBA_VT0003047	thoracic vertebra morphology trait	UBERON_0002347	thoracic vertebra	PATO_0000051	morphology
OBA_VT0003051	tail shape trait	UBERON_0002415	tail	PATO_0000052	shape
OBA_VT0003055	epiphyseal plate morphology trait	UBERON_0002516	epiphyseal plate	PATO_0000051	morphology
OBA_VT0003056	hyoid bone morphology trait	UBERON_0001685	hyoid bone	PATO_0000051	morphology
OBA_VT0003057	epicardium morphology trait	UBERON_0002348	epicardium	PATO_0000051	morphology
OBA_VT0003069	superior semicircular canal morphology trait	UBERON_0001841	anterior semicircular canal	PATO_0000051	morphology
OBA_VT0003072	metatarsus morphology trait	UBERON_0001448	metatarsal bone	PATO_0000051	morphology
OBA_VT0003073	metacarpus morphology trait	UBERON_0004453	metacarpus region	PATO_0000051	morphology
OBA_VT0003074	metacarpus quantity	UBERON_0004453	metacarpus region	PATO_0001555	has number of
OBA_VT0003081	soleus morphology trait	UBERON_0001389	soleus muscle	PATO_0000051	morphology
OBA_VT0003082	gastrocnemius morphology trait	UBERON_0001388	gastrocnemius	PATO_0000051	morphology
OBA_VT0003083	tibialis anterior morphology trait	UBERON_0001385	tibialis anterior	PATO_0000051	morphology
OBA_VT0003084	skeletal muscle fiber morphology trait	CL_0000188	cell of skeletal muscle	PATO_0000051	morphology
OBA_VT0003085	egg cylinder morphology trait	UBERON_0004013	egg cylinder	PATO_0000051	morphology
OBA_VT0003093	anterior stroma morphology trait	UBERON_0003952	anterior stroma of cornea	PATO_0000051	morphology
OBA_VT0003094	posterior stroma morphology trait	UBERON_0003953	posterior stroma of cornea	PATO_0000051	morphology
OBA_VT0003102	sclera thickness	UBERON_0001773	sclera	PATO_0000915	thickness
OBA_VT0003104	skull size trait	UBERON_0003129	skull	PATO_0000117	size
OBA_VT0003105	heart atrium morphology trait	UBERON_0002081	cardiac atrium	PATO_0000051	morphology
OBA_VT0003110	processus brevis morphology trait	UBERON_0014397	lateral process of malleus	PATO_0000051	morphology
OBA_VT0003112	parathyroid gland size trait	UBERON_0001132	parathyroid gland	PATO_0000117	size
OBA_VT0003120	tracheal cartilage morphology trait	UBERON_0003604	trachea cartilage	PATO_0000051	morphology
OBA_VT0003126	vulva morphology trait	UBERON_0000997	mammalian vulva	PATO_0000051	morphology
OBA_VT0003127	clitoris morphology trait	UBERON_0002411	clitoris	PATO_0000051	morphology
OBA_VT0003135	reticulocyte quantity	CL_0000558	reticulocyte	PATO_0001555	has number of
OBA_VT0003140	heart atrium size trait	UBERON_0002081	cardiac atrium	PATO_0000117	size
OBA_VT0003143	otolith size trait	UBERON_0002280	otolith	PATO_0000117	size
OBA_VT0003144	otolith quantity	UBERON_0002280	otolith	PATO_0001555	has number of
OBA_VT0003149	tectorial membrane morphology trait	UBERON_0002233	tectorial membrane of cochlea	PATO_0000051	morphology
OBA_VT0003151	tunnel of Corti morphology trait	UBERON_0005972	tunnel of Corti	PATO_0000051	morphology
OBA_VT0003154	soft palate morphology trait	UBERON_0001733	soft palate	PATO_0000051	morphology
OBA_VT0003159	esophageal smooth muscle morphology trait	UBERON_0002112	smooth muscle of esophagus	PATO_0000051	morphology
OBA_VT0003162	lateral semicircular canal size trait	UBERON_0001843	lateral semicircular canal	PATO_0000117	size
OBA_VT0003164	posterior semicircular canal size trait	UBERON_0001842	posterior semicircular canal	PATO_0000117	size
OBA_VT0003166	superior semicircular canal size trait	UBERON_0001841	anterior semicircular canal	PATO_0000117	size
OBA_VT0003167	scala tympani morphology trait	UBERON_0001864	scala tympani	PATO_0000051	morphology
OBA_VT0003168	scala vestibuli morphology trait	UBERON_0002278	perilymphatic space	PATO_0000051	morphology
OBA_VT0003169	scala media morphology trait	UBERON_0002295	scala media	PATO_0000051	morphology
OBA_VT0003179	platelet quantity	CL_0000233	platelet	PATO_0000070	amount
OBA_VT0003208	neuromere morphology trait	UBERON_0004731	neuromere	PATO_0000051	morphology
OBA_VT0003209	pulmonary elastic fiber morphology trait	UBERON_0003615	lung elastic tissue	PATO_0000051	morphology
