cls,def,xrefs
http://purl.obolibrary.org/obo/ENVO_01000119,Sediment characterised by an average particle diameter between 3.9 and 62.5 micrometers.,
http://purl.obolibrary.org/obo/ENVO_01000077,The marine pycnocline describes a sharp change in the density of seawater (in relation to the gradients of the water mass surrounding it) in the marine water column. Pycnoclines are usually associated with thermo- and haloclines.,
http://purl.obolibrary.org/obo/ENVO_01000266,Water vapour is a vapour which is the gas phase of water.,
_:b138,,
http://purl.obolibrary.org/obo/ENVO_01000421,"An indoor kitchen is a room or part of a room primarily used  for cooking or food preparation, but which may have other funcitons such as dining, food storage, dishwashing, or laundry.",
http://purl.obolibrary.org/obo/ENVO_01000161,"A marine sponge reef is marine reefs primarily built by marine sponges. The primary frame-building sponges are all members of the order Hexactinosa. They are found only in glacier-scoured troughs of low-angle continental shelf. The seafloor is stable and consists of rock, coarse gravel, and large boulders.",
_:b139,,
http://purl.obolibrary.org/obo/ENVO_00003969,,
http://purl.obolibrary.org/obo/ENVO_00000431,"A cluster of dozens to hundreds of similarly shaped, sized and oriented drumlins.",Wikipedia:Drumlin_field
http://purl.obolibrary.org/obo/ENVO_01000374,"A dry woodland is a woodland which occurs in areas of rain shadow in a tropical marine climate,  receives very little rainfall,  typically has rapidly draining soils and trees which have adaptations to dry climates such as thick bark, small leaves, and the disposition to shed their leaves.",
http://purl.obolibrary.org/obo/ENVO_00000148,"A shallow stretch of a river or stream, where the current is above the average stream velocity and where the water forms small rippled waves as a result. It often consists of a rocky bed of gravels or other small stones.",Wikipedia:Riffle EcoLexicon:riffle
http://purl.obolibrary.org/obo/ENVO_00000206,The water mass of an ocean directly above a continental shelf.,EcoLexicon:neritic_zone SWEETRealm:NeriticZone Wikipedia:Neritic_zone
http://purl.obolibrary.org/obo/ENVO_00003013,,
http://purl.obolibrary.org/obo/ENVO_01000278,A depression caused by the collapse of a pingo.,
http://purl.obolibrary.org/obo/ENVO_00000324,A cave from which a stream flows or formerly did so and which cannot be followed upstream to the surface.,
http://purl.obolibrary.org/obo/ENVO_01000596,"A clock is an instrument which may indicate, keep, and/or co-ordinate time.",
_:b140,,
http://purl.obolibrary.org/obo/ENVO_00000367,"A reserve of land, usually, but not always declared and owned by a national government, protected from most human development and pollution. National parks are a protected area of IUCN category II.",Wikipedia:National_park
_:b141,,
http://purl.obolibrary.org/obo/ENVO_00002053,A sedimentary rock composed largely of the mineral calcite.,Wikipedia:Limestone EcoLexicon:limestone
http://purl.obolibrary.org/obo/ENVO_00003982,"A natural chemical precipitate of carbonate minerals; typically aragonite, but often recrystallized to or primarily calcite; which is deposited from the water of mineral springs (especially hot springs) or streams saturated with calcium carbonate.",Wikipedia:Travertine
http://purl.obolibrary.org/obo/ENVO_01000710,"An unusual accumulation of water above the ground caused by high tide, heavy rain, melting snow or rapid runoff from paved areas.",
_:b142,,
http://purl.obolibrary.org/obo/ENVO_0010101,,
http://purl.obolibrary.org/obo/ENVO_00000034,"An area of broken, fast flowing water in a stream, where the slope of the bed increases (but without a prominent break of slope which might result in a waterfall), or where a gently dipping bar of harder rock outcrops.",Geonames:H.RPDS TGN:21162 FTT:212 Wikipedia:Rapids SWEETRealm:Torrent EcoLexicon:rapids
http://purl.obolibrary.org/obo/ENVO_01000352,An unbroken expanse (as of ice),
http://purl.obolibrary.org/obo/ENVO_00000347,,
http://purl.obolibrary.org/obo/ENVO_0010160,A beverage prepated by steeping dry leaves (and twigs) of yerba mate in hot water.,EcoLexicon:mating
http://purl.obolibrary.org/obo/ENVO_00002215,A geothermal power plant is a power plant which uses heat generated by the decay of radioactive isotopes in the Earth's mantle and crust as well as primordial heat left over from the formation of the Earth to drive its generators.,Wikipedia:Geothermal_power_plant SWEETRealm:GeothermalPowerPlant
_:b143,,
http://purl.obolibrary.org/obo/ENVO_00000389,"An area that is sometimes inundated or saturated by surface or ground water sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions.",FTT:85 Geonames:H.WTLDI FTT:883 TGN:21306
http://purl.obolibrary.org/obo/ENVO_02500010,,
http://purl.obolibrary.org/obo/ENVO_00002004,"An environmental feature that is, or can be, contained and is predominantly composed of one or a few types of stuff.",
http://purl.obolibrary.org/obo/ENVO_00003012,,
http://purl.obolibrary.org/obo/ENVO_00003065,,Wikipedia:Distilled_water
http://purl.obolibrary.org/obo/ENVO_01000556,"Biogas is a mixture of different gases produced by the breakdown of organic matter in the absence of oxygen,  is primarily composed of methane and carbon dioxide, and may have small amounts of hydrogen sulfide, water, and siloxanes.",
_:b144,,
http://purl.obolibrary.org/obo/ENVO_01000163,"A photophore is a light-emitting organ which appears as luminous spots on various marine animals, including fish and cephalopods. The organ can be simple, or as complex as the human eye; equipped with lenses, shutters, color filters and reflectors. The light can be produced from compounds during the digestion of prey, from specialized mitochondrial cells in the organism, called photocytes (""light producing"" cells) , or, similarly, associated with symbiotic  bacteria in the organism.",EcoLexicon:photophore
http://purl.obolibrary.org/obo/ENVO_00002196,An aquarium is a vivarium which simulates the submerged portions of an aquatic environment,Wikipedia:Aquarium
_:b145,,
http://purl.obolibrary.org/obo/ENVO_00000023,Linear body of water flowing on the Earth's surface.,TGN:21108 FTT:303 Geonames:H.STM SWEETRealm:Stream Wikipedia:Stream LTER:562 Geonames:H.STMS FTT:721 TGN:21109 EcoLexicon:stream FTT:1225 FTT:1221 TGN:21106 FTT:1261 FTT:593 FTT:371 FTT:105 TGN:21107
http://purl.obolibrary.org/obo/ENVO_00003862,"A dairy is a building in which animal milk is harvested and, optionally, processed for human consumption.",Wikipedia:Dairy
http://purl.obolibrary.org/obo/ENVO_00000322,A cave formed in volcanic rock.,Wikipedia:Lava_cave
http://purl.obolibrary.org/obo/ENVO_00000129,"A valley that contains, and has been formed by, a stream.",EcoLexicon:ravine FTT:159 EcoLexicon:gully FTT:420 TGN:21427 Geonames:H.RVN
http://purl.obolibrary.org/obo/ENVO_02000069,,Wikipedia:Duck
http://purl.obolibrary.org/obo/ENVO_00003072,"A frozen dessert usually made from dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavours. Most varieties contain sugar, although some are made with other sweeteners. In some cases, artificial flavourings  and colourings are used in addition to (or in replacement of) the natural ingredients. This mixture is stirred slowly while cooling to prevent large ice crystals from forming; the result is a smoothly textured ice cream.",Wikipedia:Ice_cream
http://purl.obolibrary.org/obo/ENVO_01000098,A marine current that generally occurs below the permanent thermocline (where it occurs) or below 400 m depth and that is driven by density and temperature gradients.,
_:b146,,
http://purl.obolibrary.org/obo/ENVO_00000348,,
http://purl.obolibrary.org/obo/ENVO_0010100,,
http://purl.obolibrary.org/obo/ENVO_01000209,,
_:b147,,
http://purl.obolibrary.org/obo/ENVO_0010111,A product of the  dry seeds of Cicer arietinum.,
http://purl.obolibrary.org/obo/ENVO_00003860,,
http://purl.obolibrary.org/obo/ENVO_01000535,A pit latrine which includes a water seal (U-trap or siphon) used over one or two offset pits instead of a plain hole or seat. Water is manually poured through the trap to flush excreta into the latrine pit.,
http://purl.obolibrary.org/obo/ENVO_00000430,"A feature of a glacier, in which dirt, which has fallen into a hollow in the ice, forms a coating which insulates the ice below. The surrounding ice melts away, leaving the dirt cone.",Wikipedia:Dirt_cone
_:b148,,
http://purl.obolibrary.org/obo/ENVO_00003051,,Wikipedia:Cheddar
http://purl.obolibrary.org/obo/ENVO_00000558,A dam designed to divert all or a portion of the flow of a river from its natural course.,Wikipedia:Diversionary_dam
http://purl.obolibrary.org/obo/ENVO_01000475,"A brick is a masonry unit which is composed of kneaded clay-bearing soil, expanded clay aggregate, sand and lime, or concrete material, fire-hardened or air-dried.",
_:b149,,
http://purl.obolibrary.org/obo/ENVO_01000721,Icemelt is a hydrological process in which water is produced by the melting of ice and becomes part of the hydrological surface runoff.,
http://purl.obolibrary.org/obo/ENVO_00002003,Feces is an excreta consisting of waste products expelled from an animal's digestive tract through the anus (or cloaca) during defecation.,SPIRE:Dung EcoLexicon:drop SWEETRealm:Drop Wikipedia:Feces
http://purl.obolibrary.org/obo/ENVO_02000053,"A skin obtained from animals for human use typically from deer or cattle sources used to produce leather, shoes, fashion accessories, musical instruments.",Wikipedia:Hide
http://purl.obolibrary.org/obo/ENVO_00002043,,Wikipedia:Wastewater_treatment_plant EcoLexicon:wastewater_treatment_plant
http://purl.obolibrary.org/obo/ENVO_01000571,"A cold-blast paraffin lantern is a tubular paraffin lantern which collects cool air from around the top of the lantern globe and circulates it, through metal tubes, to the burning wick.",
http://purl.obolibrary.org/obo/ENVO_00000289,The raised fault block bounded by normal faults. The raised block is a portion of the Earth's crust that has remained stationary while the land has sunk on either side of it or has been crushed by a mountain range against it.,
_:b150,,
http://purl.obolibrary.org/obo/ENVO_02000003,"A pockmark field is an undersea feature formed by shallow seabed depressions, typically several tens of metres across and a few metres deep. Generally, they are formed in soft, fine-grained seabed sediments by the escape of fluids (gas or water, but mainly methane) into the water column.",
http://purl.obolibrary.org/obo/ENVO_01000453,The disposition of an environmental system to sequester and store carbon.,
http://purl.obolibrary.org/obo/ENVO_01000551,"Paraffin is a thin, clear liquid composed of hydrocarbons that typically contain between 6 and 16 carbon atoms per molecule. Paraffin is obtained from the fractional distillation of petroleum between 150 and 275 degrees Celsius, resulting in a mixture with a density of 0.78–0.81 grams per cubic centimetre. It is miscible in petroleum solvents but immiscible in water. Regardless of crude oil source or processing history, kerosene's major components are branched and straight chain alkanes and naphthenes (cycloalkanes), which normally account for at least 70% by volume. Aromatic hydrocarbons in this boiling range, such as alkylbenzenes (single ring) and alkylnaphthalenes (double ring), do not normally exceed 25% by volume of kerosene streams. Olefins are usually not present at more than 5% by volume.",
